-0.36290322580645196,8.246753246753247
-1.290322580645162,8.192640692640694
-2.056451612903226,7.651515151515152
-3.870967741935484,7.164502164502167
-5.887096774193549,5.865800865800868
-6.85483870967742,5.054112554112557
-7.379032258064517,3.538961038961041
-7.701612903225807,1.7532467532467546
-6.53225806451613,1.3203463203463208
-5.28225806451613,1.1038961038961048
-4.274193548387098,0.4004329004329019
-3.42741935483871,-0.14069264069263987
-3.42741935483871,-1.4935064935064926
-3.951612903225808,-2.683982683982684
-4.67741935483871,-4.469696969696969
-5.967741935483872,-5.4978354978354975
-6.975806451612904,-5.4978354978354975
-8.70967741935484,-5.822510822510822
-8.991935483870968,-7.932900432900433
-8.467741935483872,-9.880952380952381
-3.548387096774194,-9.880952380952381
-0.6854838709677438,-9.664502164502164
1.653225806451612,-9.177489177489178
4.556451612903224,-9.285714285714285
6.169354838709676,-9.285714285714285
6.89516129032258,-8.636363636363637
7.459677419354836,-7.662337662337662
7.5,-6.688311688311688
7.419354838709676,-4.902597402597402
7.58064516129032,-3.766233766233766
7.741935483870968,-2.1969696969696955
7.943548387096772,-0.41125541125541076
6.854838709677416,-0.41125541125541076
5.64516129032258,-0.5194805194805188
5.120967741935484,-0.19480519480519298
4.879032258064516,0.5086580086580099
4.556451612903224,2.2402597402597415
3.5887096774193523,2.9978354978354993
2.661290322580644,3.971861471861473
1.451612903225806,5.378787878787879
0.9274193548387082,6.406926406926409
0.5241935483870961,7.110389610389614
